comments,label
게스트 얘기에 진심으로 웃어주고 들어주니 그것만으로도 100점만점이예요~ ♡,0
난 차태현 왜 빠는지 도대체 이해가 안된다,1
왠 딘딘? 젤 못하던데 ㅋ 비호감에,1
김구라 너무 재미없다....김구라 매력이 화끈한 입담인데 너무 점잖아졌다...어떤 병신들이 예능을 예능으로 안보고 김구라 욕하는 바람에 그러네...썩을 새끼들 그런게 싫으면 지가 안보면 되지 왜들 욕은 하는지....,1
신과함께 에서 연기력 젤 후달리더라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
웃음 바이러스 차태현 ᆢ좋아요ᆢᆢ,0
"차태현도 3, 40대들한텐 아이돌이라구!!!ㅋㅋㅋ",0
딘딘도 잘하던데ㅋㅋ차태현도 좋음! 규현이 소집해제하면 어케되는거임?ㅜㅜ,0
진짜남녀노소 다좋아하는몇안되는연예인 태현형님!!!라스피디 일잘했네 ㅋ,0
아이돌이 좋은뎅,0
이제야 품격있는 음악방송됐네,0
악플쓰신분들 pdf다 땃고 와쥐에 보냅니다 조심하세요,0
악플달지좀마. 정신나간것들아. 탑이 니들한테 피해준거 있어?? 탑 앞에 데려다 놓으면 찍소리도 못하는것들이 뒤에서 악플달지?그러면서 한서희 인지 뭔지 마약 공급학서 팔고 자숙기간에 쇼핑몰 모금하고 쇼하는 기집애는 편들더라.탑이 가만히 자숙하고 있으니까 가마니로 보이나~탑은 대마 해서 지몸상하는것뿐이고 악플러들은 탑한테 정신적으로 또 상처주는거다. 이 사회 악 같은 존재들아.,0
기다릴게요:)!❤ T.O.P 화이팅❤,0
젊었을적 한번의실수 누구나 올수있습니다다신그러지않길~~응원합니다 빅뱅의 탑. .,0
탑 정도면 면제해줘도 되는데,0
ㅋㅋㅋㅋㅋㅋㅋ원래 의경에서 미끄러지면 공익가는거임 그때도 말 많아서 경찰청장?인가 누가 브리핑해줬잖아 나도 탑 별론데 이걸로 까는건 좀 무식해보인다 얘들아ㅜ,0
너네들 형동생이라고 생각해봐라 그렇게 욕나오는지,0
저만 다른사람들이 탑 욕하는게 기분이 나쁜지는 잘모르겠는데솔직히 탑이 대마초 핀것을 잘못하지않았다는건 아닌데요 탑도 우울증 걸렸고 그때문에 대마초로 버틴거에요 종현처럼 탑이 자살하면 모든사람들이 동정이라도 해주었을텐데 탑도 우울증 걸렸었다는걸 잊지말아주셨으면좋겠어요지금 군활동 힘든데 열심히 하려고 노력하잖아요,0
휘트니휴스톤이 마약했다고 비난했냐? 극복하고 다시 노래해주길 바랬다. 관용좀 베풀어라,0
YG는 반성하고 탑은 정말 더이상은 실망시키지말고 건강하게 잘치고 와라,0
오빠 다치지말고 무사히 전역하세용❤,0
힘내라 응원한다 ~,0
그래 잘다니고. 와서 5명 꼭모이자. 31일콘서트보러갔는데. 한켠으로 너무 보고싶다 ㅎㅎ,0
탑 오빠앙 반성 많이 하고 있다니까 이만하면 됬습니다. 그만들하세요~ 않그래요?,1
켈리포니아주도 대마 합법주로 바꼈네요 웃긴건 우리나라에선 죄인데 미국이나 네덜란드같은 합법인 나라가면 죄가 아니고 도대체 대마핀 본질적인게 죄야 아니야?그게 죄라면 합법인 나라는?,1
사람 죽인것도 아니고 직접적인 피해를 준것도 아니고 걍 어쩌라는겨.,0
비난 감수해요~당연한거니깐 그래두 기다리는 팬(나포함)있으니 정신차려서 다시봅시다~,0
"빅뱅에서 호감가는애는 태양,승리뿐",0
한국이니까 죄지만 네덜란드였다면 죄가 아닌 일이 대마 ㅋㅋ마약했다고 해서 난 뭔 주사기 사용하는 필로폰이라도 했는줄 알았네 ㅋㅋ 고작 대마로 쥐잡듯 잡는거야?,0
탑아 괜찮아 힘내! 신동엽도 마약하고 잘나가잖아ㅋ 원래 연옌은 마약해야 나중에 예능 나가서도 웃기고 훗날 더 잘나가게 되있어! 지금 힘든거 금방이다~~,0
면제 유아인 이센스는 찬양하면서 의무 이행하겠다는 탑한테 악플다는 것 봐라 ㅋㅋ,0
힘들어서 그럴수도 있지앞으로 그러지 말자,0
법이그런걸 어쩌라고ㅋㅋ 현역 가고싶어도 안된다는데 불만있으시면 병무청에 지랄하시구여 자기 잘못에대해 맞는 대가 치르면 되는거지,0
승현아 악플무시하고 2년뒤에 완전체 음악으로 보답해. 응원할게,0
기다릴게 조심히 다녀와우린 널 기다려 벌 다 받고 와댓글보고 상처받지말고 우리를 생각해❤❤❤❤❤❤❤❤❤❤❤❤❤,0
큰그림 그렸다고 말하는분들 2년 편하자고 돈 명예 다잃고 가족 멤버 팬들한테 상처줬을까요,0
건강이나 잘챙겨라 특히 멘탈 단단해져라,0
약한지 안한지 어떡해 알아요? 부검결과도 안나왔잔아요!!,1
"아니..ㅋ저기 님들아,제가 댓글보고 솔직히 어이없어서 그런데..왜 탑만 욕합니까물론 탑이 잘했다는것은 아닙니다.하지만 한서희라는 사람도 잘못을 했는데 왜 댓글보면 항상 탑을 깎아내리는 댓들들만 있는거죠?한서희는 곧있으면 데뷔합니다.근데 그런 댓글은 1도 없고,왜 탑을 깎아내리는 댓글들만 있는지 참 궁금해서 댓글을 쓴 분들께 물어보고 싶네요 진짜 이런 댓글이 연예인들을 힘들게 하고,그 연예인들을 좋아하는 팬들은 이런 댓글을보고 진짜 마음이 찢어집니다.",1
"성실하게 복무하고 죄책감, 미안한 마음 가져요 꼭 나올거면 그 다음에 나와요 본인이 무슨 행동을 한건지 자각하고 아직 정신적으로 많이 힘들다면 다 괜찮아진 다음에 와요",0
ㅠㅠ남성분들 한남들은 무식하구 가진거라곤 몸뚱아리뿐이라서 ㅋ 군대 갖다오신게 배아프신가보져??ㅋㅋㅋ 꼬우면 연예인해서 유명해지시든가요 ㅎㅠㅠ,1
우리 탑오빠 잘못한거 없거든요빼액!,0
빅뱅팬으로써 정말 탑이 밉다 근데 솔직한 맘으로 탑을 잃고 싶지는 않다 반성 많이하고 멘탈도 건강해지고 몸도 건강해져서 나중에 좋은 모습으로 보자 힘내라 사랑한다,0
아 ㅋㅋ탑이 공익근무하는게 싫으면 ㅋㅋㅋ니네가 민원넣던지 ㅋㅋㅋ사람얼굴보고못할말 뒤에서 찌질하게 타자치고 있냐 ㅋㅋㅋㅋ?,2
정확한 사실이 밝혀지지도 않았는데 임신공격이라니 네이버 악플러들..ㅉㅉ 보나마나 여기서 악플다는것들은 시럽계나온 백수들이겠지?? 탑오빠 눈을감고 귀를막아!! 우리 5대팬덤이 지켜줄께 탑 화이팅!!! -VIPS-,0
2년간 감금당하며 시급 200원에 노예생활 하라는데 나같아도 뺄수있으면 빼지. 80년대90년대 인기연예인중에 제대로 군대 간사람 드물다.,0
캘리포니아는 대마초가 합법화 되었다는데..,0
대마초는 마약아니다.무식한 국민 티내지 말아라....공부 더 하고 와라그래도 탑은 이나라에선 범법자니열나게 반성하시고...,0
처음에 의경간다고 했을때도 꿀빤다는 놈들 천지였는데 지금은 또 공익갈라고 큰그림 그렸단다 탑 잘못했고 평생 죄책감 가지고 살아야되는데 매번 이렇게 기사날때마다 열폭하는놈들은 정말 한심하다,1
탑은 우울증있어서 마약한거임,1
심한 욕설 명예훼손으로 고소합니다,1
탑없는 빅뱅은 싫으다,1
여러분 샤이니 종현이 죽었을때 고인의 명복을 빕니다 했잖아요 아 진짜 탑도 걔랑 똑같은 우울증이라고요 탑이 자살해서 죽었으면 여러분들은 더 나았을것같나요??,2
첨엔 실망도 했고 본인 역시 얼굴을 못들 정도로 창피하겠지만 누군가는 응원하고 있을겁니다 힘내시고 더 좋은 음악으로 보답하길 바랍니다,0
"...발언권이 자유로운 게시판이 아님을 아셔야 할텐데...개개인의 견해는 분명 차이가 있다고 봅니다.빅뱅 활동시절에는 정감있게 다가 온 탑군은 뮤직비디오나 콘서트장에서나 프로정신력이 보였던 아티스트였지요. 지금은 순간의 잘못된 선택에서 하루 아침에 명예가 바닥으로 떨어진 본인마음은 현실을 직감하고 나서야 깨달음을 얻었겠죠. 연예인 직업으로 살면서 체워지지않은 외로움 과 사람들과 차단된 직업병 속에서 목마름을 느꼈을거라 생각하면 이해도됩니다만, 물론 개인차는 있겠지만,한때는 빅뱅의 탑군의 활동무대는 끝내주게 화려하고 멋있었습니다.",0
욕좀 자제해 주세요... 울오빠 상처받아요 ㅜ,0
열심히 해라,0
열심히 살기 바란다~~,0
탑형 화이팅 ㅂㅇㄹ,0
사회복무라도 열심히 하시길,0
최승현 정신차리고 어디에 있던 열심히 남은기간 잘 견디고 돌아와,0
"저기 보내는게 총들고 전방 보내는거 보다 현명한 결정이지. 저런 정신 상태로 총들고 전방 보내면 제가 피아 식별 이나 제대로 하겠냐? 국방의 의무도 정상적인 사고를 가진 사람만 할 수 있는 거다. 아무한태나 총 주면 안된다. 전과자, 중졸 이하는 군대 못간다. 댓글 다는 애들 다 초딩인지",2
우리 탑 대신에 못생긴 한남충들이나 군대 보내세요 빼애액~,2
탑이 잘못한건 맞는데 욕만 꼽아대네 탑은 욕먹고 한서희는 욕 안먹고 진짜 꼬라지 잘 돌아간다 욕할거면 똑같이 욕하던가 한사람 까고 한사람 커버치고 적당히 쳐해야지 지네가 악플 달리면 아무것도 못하는 새끼들이 적당히해 악플러 새끼들아,2
일반인도 대마로 감옥은 안간다... 벌금내고 끝이지,0
남자가 사회생활 하다가 힘들면 필수도 있는거지 ㅈㄴ ㅈㄹ들이네. 남한테 피해준것도 아니고,1
ㅆㅂ 사내가 태어나서 약도 한번 해보는거지 뭘 그런거가지구 우리오빠한테 뭐라구 지적질이야 지적질이,1
궁금햇는데.. 이렇게 됐네요.. 복무 잘 마치시고 좋으 모습으로 만나요~,0
무사히 마치고 돌아와,0
마약 초범은 원래 감옥안간다 연예인이라서 그런게 아니고,1
뽕도 아니고 대마초가지고 왤케 호들갑이야. 일반인도 판매상 아니고는 대마초로 감옥 안가네 이사람들아~,1
마약 쫌 할수도 있즤.. 예술적영감도 얻고.. 이런경험 저런경험도 해뵈야 예술을 하지.. 니들이 재들이 받는 스트레스를 알어 ㅋㅋ 그냥 열심히 군복무하게 닥치고들잇어,2
사람살다보면 누구할거없이 뜻하지않게 잘못도하고실수도하고하네요 충분히 반성하고잘못누윗치고 두번다신 이런일 없도록 최선을다해서 열심히 지금하는생활하세요 충분히 반성하고 나면 팬들도용서해주실거예요 피나는 노력으로 팬들에게 꼭용서받으세요,0
건강하게 잘하고 나와서 꼭 5명이다 한무대에서 보길 바랄께요~화이팅~~,0
탑보다 키작고 돈못버는 남자가 대신 군대가면 되는거 아닌가여??,0
탑 너무 멋있어요~ ㅜ 남자가 대마도 빨수있는거지...,0
특별한 달란트를 받았는데 감사하면서 성실하게 살길^^,0
사회복무용원으로 두려워하지도 서먹해하지도 말고 그냥 내가 일했던 곳과 좀 다르다 인정하고 생각하고 여러가지 사회생활이란게 어떤건지 사람들과 이야기도 많이하면서 즐기면서 성실히 일했으면 합니다. 응원해요!! 탑!! 빅뱅 홧팅!!,0
캘리포니아에서는 마리화나가 합법이다~~,0
Swag넘치는 빅뱅 여윽시 힙합 그자체,0
미국 켈리포니아도 대마 합법으로 바꼈죠 점점 대마 합법화하는 추세인듯,0
힘내라... 뭐 한서희도 잘살아가고 돈 많이 벌던데... 남자로서 응원한다,0
탑을 보기위해 용산구청으로 가야되나??,0
우리 탑오빠 힘내긔! 항상응원해요! 그깟 대마초가 뭐 대수라고 기죽지말고 화이팅^^/,0
아무리 댓글 달아봤자.변하는 거 없다.본인이 바뀌는 수 밖에,0
비방.욕설 자제해주세요,0
남한테 피해 안줬는데 욕하지 좀 말자. 새치기하는 넘들이 더 나쁘다,0
ㅋㅋ 댓글 남자 73퍼 30대 39퍼.. 아재들 사타구니 긁으며 여기 댓글로 부들대지 말고 처자식들이나 챙기소~~,1
힘내요..ㅜㅜ,0
근데 얘도 지가 공익하고싶어서 하는건 아니잖으 대마 걸릴줄은 몰랐겠지,
"팬들도 탑이 잘못한 것을 알고 이 잘못한 걸로는 쉴드 칠 생각이 전혀 없어요. 마약한 탑에게는 비판하는 것이 가능하지만, 그 팬에게는 비난하지 않으셨으면 좋겠습니다. 12년을 좋아하고도 이번일에 배신감을 느껴서 그만좋아해야하나 라는 마음까지 들었는데 사람이 사람좋아하는게 마음대로 되는게 아닌거 아시잖아요.. 탑을 좋아하는 팬들은 잘못이 없어요.",0
다행이다 ^^빨리빅뱅으로 복귀하시길^^,0
사람들에게 상처받지말아라 대중분들에게 사랑을 받았고 자신의 잘못으로 실망도 했으니 욕을 먹어도 어쩔수 없다 10년을 넘게 빅뱅의 맏형으로써 해왔던 모든 일들이 한순간에 무너지는 순간을 봤으니 이젠 정신차리고 반성 많이하고 나중에 몸도 마음도 건강한 모습으로 봤으면 좋겠다 10년을 넘게 좋은 음악으로 팬들과 함께 해준 탑아 수고했고 고생했다 응원하고 있는 팬도 여기 있다고 말해주고싶었다 나쁜 생각하지말고 행복해주라,0
우리 다녤오빠두 마약하구 편하게 공익갔다왔음 좋겠다ㅠㅠ,0
오빠 보고싶어요 이번 빅뱅무대 탑오빠만 없어서 빈자리가 크게 느껴졌어요 노래로 보답해주세요,0
빅뱅은5명 학교생활을 빅뱅노래와 같이했으니까 기다린다 임마,0
빨리 복무마치고 빅뱅 완전체로 당당하게 컴백하기를..... 악플러들 콧대를 눌러줘야된다,0
약한거 잘못입니다~~다만 빅뱅은 보고 싶네요,0
무대에서 탑의 무대장악력 인상 깊었음. 자숙 잘하고 꼭 무대로 돌아오길. 재능이 아까우니깐.,0
복무기간 인정이 왠말이고?!당연히 현역 재배치 혹은 의경 기간 복무를 인정하지 않아야지.,0
3년 가까이 군복무하네,0
기자님 사진 고르면서 잼있었어요? 진짜 치졸한 집단,1
사실상 3년짜리 군생활이네 ㅋㅋ,0
강호동 너무 싫다.,2
